-0.919638,0.046144
0.898836,-0.465842
2.035509,0.289043
0.887999,0.401387
1.709290,-0.247363
1.997314,0.532158
0.262872,-0.272936
-0.856190,0.502975
2.108578,0.460652
0.105068,0.217940
-0.025367,0.883112
-0.843378,0.611299
1.808844,-0.116713
-0.909963,0.496547
0.408335,0.942994
0.138873,0.939737
0.769481,0.632884
-0.770598,0.620206
0.971566,0.038658
-0.365856,0.897397
0.235380,0.971926
0.715689,0.724571
0.289375,-0.226576
-1.010633,0.330030
0.404533,-0.234139
0.993103,-0.484601
1.247268,-0.384771
0.444317,-0.407089
0.000053,0.405741
1.009889,0.235289
-1.013581,0.214996
0.535008,-0.362785
-0.627322,0.821016
0.989290,0.331616
0.598910,-0.373824
-0.021080,0.215097
2.003668,0.222698
-0.323686,0.899024
0.217995,-0.087995
-0.011878,0.134473
-0.767677,0.615706
1.287034,-0.429065
-0.050812,0.443301
1.605579,-0.304194
0.485078,-0.315625
0.819077,-0.478966
1.018450,0.254971
0.569938,0.882735
-0.823548,0.655310
1.289105,-0.403274
0.373952,-0.249710
1.478438,-0.345372
-0.447407,0.833016
-0.373995,0.972991
0.975959,-0.492847
1.553810,-0.238653
-0.513080,0.914135
0.988304,0.389826
1.075418,-0.486628
0.085401,0.065157
0.117599,0.090550
0.558735,0.911923
1.011911,0.318847
1.550304,-0.317513
1.808403,-0.187480
-1.080889,-0.075533
-0.913670,0.345927
0.772063,-0.528974
1.533882,-0.385856
1.684959,-0.364253
0.867518,0.472473
0.232275,-0.098025
0.763772,0.705876
1.447355,-0.432649
1.916369,0.257397
0.922828,0.281136
1.003967,-0.483816
-0.027001,0.481494
0.736794,0.785972
0.036051,0.283017
-0.670766,0.711007
0.131020,0.003720
-0.213408,1.007788
-0.906873,0.499918
0.511207,-0.431856
1.842185,0.107751
2.025844,0.335432
-0.533025,0.862769
0.268632,0.986269
0.028451,0.334737
0.247546,1.028229
0.515958,0.888559
0.782747,0.646086
0.819432,0.561826
1.939370,0.184643
1.966517,0.485379
0.924625,0.355707
0.517914,-0.338471
1.972504,0.260320
0.195165,-0.098085
1.845832,0.048773
-0.619102,0.878153
1.727975,-0.264424
-0.578160,0.837189
-0.245949,0.996837
0.026625,0.264243
0.873185,0.361307
0.976224,0.269384
-0.930674,0.492199
-0.555922,0.955568
0.242750,0.955609
1.737487,-0.138927
0.443066,0.897529
-0.382812,0.849153
0.890630,-0.563363
-0.475261,0.860293
0.365019,-0.261429
-0.887809,0.521981
1.641607,-0.265712
1.879358,-0.018662
-0.255584,0.983671
0.043374,0.260502
1.434775,-0.398752
0.565764,-0.363936
0.526678,-0.370332
0.694043,-0.391707
-0.026456,1.081857
-0.847267,0.431466
0.172583,1.008639
1.166126,-0.493553
1.374413,-0.422103
1.408259,-0.429106
0.889938,0.166371
1.983362,0.272501
0.838296,0.542851
1.965934,0.358674
0.708544,-0.466363
0.938326,0.395670
1.100142,-0.011371
1.064147,0.001836
0.284523,-0.171655
0.113803,-0.052634
1.378833,-0.543367
-0.000958,0.381396
-0.905032,0.375233
2.047609,0.164184
1.699922,-0.197014
1.066330,-0.522257
0.208213,-0.082881
1.600142,-0.175079
0.872006,0.397536
1.128587,-0.551878
1.462429,-0.351261
0.573997,-0.306477
1.146634,0.137362
1.599468,-0.287562
-0.808089,0.525154
1.457117,-0.425732
-0.607104,0.854972
0.932504,0.541233
-0.567541,0.784382
-0.460278,0.844130
1.085310,-0.517311
0.999779,-0.442674
0.032724,0.371664
0.059097,0.078847
-0.866164,0.505889
0.716936,-0.455920
0.998835,-0.431956
1.113096,-0.508023
-0.203507,0.950978
1.959072,0.487298
1.386914,-0.456107
-1.099627,0.136704
2.059840,0.432235
0.330258,0.857258
0.702587,0.690607
0.850797,0.322064
-0.950011,0.109711
1.983474,0.113419
0.442919,-0.301022
0.943337,0.146618
0.901811,0.364058
-0.013385,0.464411
0.891167,0.534262
0.027229,1.031118
0.362115,-0.214019
-0.659791,0.768939
-0.124536,1.032673
0.446506,0.782955
-0.653496,0.674169
0.270653,-0.195340
1.702134,-0.186099
0.507496,-0.366790
0.431781,0.747165
0.979589,0.000920
0.622311,-0.360232
0.842472,-0.513053
0.647457,0.895122
1.272065,-0.360374
0.043870,1.055402
0.843043,0.690639
0.557428,-0.344724
1.974148,0.241818
0.220974,-0.377614
-0.699670,0.750974
1.820965,0.197730
0.037885,0.141005
0.274628,-0.212004
0.674245,-0.360150
0.826941,0.502313
2.016175,0.113133
1.971660,0.402211
0.177818,-0.019229
0.146337,0.053989
-0.009909,0.163500
1.853695,-0.153673
-0.843339,0.572550
0.135400,0.037557
1.102143,-0.509564
0.041989,0.375906
0.780380,-0.449696
-1.023748,0.084482
2.029472,0.471608
0.999826,-0.513334
-0.814068,0.542865
1.632653,-0.345049
0.226897,-0.211950
0.901812,0.469903
0.548328,0.736440
0.957685,-0.547863
0.635365,0.944004
0.889920,0.463140
0.908374,-0.466284
-0.234021,0.931290
1.055193,-0.527924
1.908543,0.226559
0.482078,0.787145
0.929853,0.397198
1.936739,0.068028
2.002769,0.389991
0.942807,-0.473946
-0.068575,0.178617
1.154172,-0.416991
-0.641387,0.652037
1.509908,-0.420340
-1.006272,-0.024655
1.353885,-0.470947
1.669822,-0.252165
0.569311,0.868039
1.991853,0.434538
1.061906,0.139422
1.971359,0.405510
1.931689,0.505989
1.410157,-0.448240
-0.013909,0.462687
-0.038649,0.403840
-0.819100,0.464138
0.029022,0.192337
0.160713,-0.089768
0.797905,-0.437123
1.704465,-0.264720
0.572366,0.758845
0.059362,0.298696
-0.877247,0.304810
0.497708,0.929087
1.131332,-0.452087
-0.076906,1.028125
0.206768,1.019489
2.044906,0.408138
1.986876,0.443144
0.760352,-0.439740
-0.350446,0.910368
-1.023378,0.314118
-0.853849,0.463034
0.832686,0.606406
0.128512,0.013655
-0.479631,0.867088
1.924701,0.066415
0.929202,-0.584704
2.000710,0.196940
0.835331,0.373084
-0.394960,0.873502
0.042110,0.373853
0.098033,0.156039
1.825619,-0.183995
0.192753,0.951257
-1.032306,0.095250
-0.231275,0.980567
-0.392861,0.931653
0.742547,0.578593
1.897919,0.200804
0.132028,0.070885
1.747441,-0.088398
0.970474,-0.006949
0.411665,-0.313680
0.596182,-0.351149
0.246111,0.951257
-0.498264,0.841287
0.296838,-0.166433
1.897480,0.280312
0.886827,0.423852
-0.778908,0.617457
-0.827871,0.505596
0.016960,1.010480
-0.690705,0.623391
1.899943,0.187574
1.575100,-0.284394
1.599362,-0.290115
1.827676,-0.171970
0.640614,0.781558
-0.452625,0.910352
0.096425,0.035700
0.944655,-0.446613
1.944637,0.125945
0.991702,0.011050
0.567185,0.775573
0.956214,0.132114
-0.020624,0.460252
0.063735,-0.058934
0.646564,0.716101
0.679630,0.709478
0.267198,0.950132
-0.054444,0.408941
0.118505,0.065435
0.391664,0.873024
1.827258,-0.147479
-0.907594,0.019946
0.516946,-0.381954
1.794549,-0.089791
0.326982,0.933355
0.962733,0.443264
0.541856,-0.477922
1.923014,0.111388
-0.226153,0.930885
0.570670,-0.441163
1.550787,-0.358306
1.459238,-0.330409
1.975817,0.237764
-0.555276,0.696409
0.001057,0.121294
0.737905,-0.447314
0.990277,0.093238
-0.086306,1.016477
0.916182,0.551660
0.940565,0.205208
0.017662,0.966663
0.528672,0.845898
0.357444,0.956451
1.563528,-0.357675
-0.942860,0.334311
1.585627,-0.359553
1.928676,0.099131
0.095017,0.338231
0.924898,-0.472086
2.036343,0.411175
-0.574403,0.747772
1.136059,-0.490746
-0.492068,0.895225
-0.026507,1.013796
0.357114,-0.241120
1.238652,-0.436223
0.832373,-0.481410
1.794279,-0.086888
1.583279,-0.384797
0.864939,0.493064
0.108901,1.023065
1.591232,-0.340951
1.299330,-0.460191
0.542238,-0.334070
0.709064,-0.415847
0.689313,0.880840
1.285376,-0.573405
0.012806,0.403265
0.494507,-0.405231
0.007742,0.254634
1.315632,-0.441090
0.133353,0.024371
0.305174,-0.130463
1.662187,-0.245577
-0.057435,0.989650
-0.957520,0.384798
0.404240,0.868675
0.871474,0.529772
-0.867703,0.373777
1.959776,0.071442
0.732073,-0.487375
-0.973602,0.195138
0.753862,0.668392
1.844989,-0.191506
0.959180,0.259564
0.950285,0.201521
0.818626,-0.481480
1.410390,-0.416395
0.071673,0.984239
0.826146,-0.498143
0.725667,-0.390822
-1.012112,0.214511
1.216071,-0.374707
-0.323297,0.951944
-0.906638,0.477995
0.065262,0.253583
0.564323,0.769008
1.550065,-0.376826
0.176694,0.034995
-0.717092,0.779053
-0.992688,0.264090
-0.920969,-0.055014
0.033096,0.380539
0.961622,-0.453541
0.518984,0.819242
0.828405,-0.463983
1.009949,0.235695
-0.020791,0.246946
0.637303,0.869608
0.886494,0.409244
-0.372190,0.963840
-0.306030,0.900322
0.822670,0.627153
0.984704,-0.547525
0.876086,-0.573791
1.272270,-0.504759
0.453986,0.895360
1.646657,-0.164582
0.043007,0.332773
0.078537,0.338904
1.970898,0.502304
0.115437,0.887066
-0.944621,0.117200
0.962716,-0.478299
0.554514,0.751949
-0.285504,0.949542
0.788793,-0.554858
1.196852,-0.461948
-0.701997,0.770956
0.454747,0.817718
1.700746,-0.175376
0.998986,-0.502266
0.117999,0.075059
1.022004,0.039166
1.846356,-0.089839
0.398510,-0.145922
1.953010,0.131537
0.826140,0.556098
1.419462,-0.371995
-0.498297,0.941853
0.694592,-0.346622
-0.033112,0.399579
-0.241949,0.924930
-0.656953,0.801845
-0.802076,0.671831
0.437246,0.979820
0.165842,0.190119
1.328084,-0.400974
1.302227,-0.343294
-0.481000,0.903489
-0.790575,0.498746
0.960546,0.424408
0.822797,0.455817
1.135965,-0.560165
1.206114,-0.455960
0.114388,0.340060
1.945139,0.282324
0.379014,-0.333840
-0.419426,0.844713
1.754231,-0.087590
0.093447,0.933945
0.530957,-0.441690
0.231359,-0.098898
0.143605,1.051449
1.087796,-0.550781
1.278669,-0.382604
0.397485,0.892117
1.972314,-0.002552
-0.858078,0.557100
